src_sample_id,src_cohort,src_label_target,src_binary_label,src_tool_or_builder,src_evidence_level,src_deployment_check_status,src_training_gate,src_url_group,requested_url,scan_ok,scan_error,final_url,scheme,hostname,status_code,redirect_count,response_ms,html_bytes,html_sha256,content_type,server_header,x_powered_by,cache_control,title_len,meta_generator,meta_description_len,canonical_count,jsonld_count,og_tag_count,script_tag_count,stylesheet_count,manifest_link_count,inline_script_bytes,inline_style_bytes,html_comment_count,element_count,h1_count,button_count,form_count,class_token_count,unique_class_token_count,id_count,data_attr_count,unique_data_attr_count,hosting_lovable_app_flag,hosting_replit_app_flag,hosting_vercel_app_flag,hosting_netlify_app_flag,header_x_vercel_id_flag,header_x_nf_request_id_flag,header_cf_ray_flag,header_x_render_origin_server_flag,header_x_replit_user_id_flag,utility_class_count,utility_class_ratio,rounded_class_count,gradient_class_count,shadow_class_count,arbitrary_value_class_count,data_slot_count,data_component_id_count,same_origin_js_fetched,same_origin_css_fetched,js_bytes_scanned,css_bytes_scanned,js_sourcemap_markers,hashed_asset_name_count,asset_fetch_errors,builder_lovable_hits,builder_lovable_flag,builder_bolt_hits,builder_bolt_flag,builder_v0_hits,builder_v0_flag,builder_replit_hits,builder_replit_flag,builder_base44_hits,builder_base44_flag,tech_nextjs_hits,tech_nextjs_flag,tech_nuxt_hits,tech_nuxt_flag,tech_astro_hits,tech_astro_flag,tech_svelte_hits,tech_svelte_flag,tech_angular_hits,tech_angular_flag,tech_vue_hits,tech_vue_flag,tech_react_hits,tech_react_flag,tech_vite_hits,tech_vite_flag,tech_tanstack_start_hits,tech_tanstack_start_flag,tech_tailwind_hits,tech_tailwind_flag,tech_radix_hits,tech_radix_flag,tech_lucide_hits,tech_lucide_flag,tech_framer_motion_hits,tech_framer_motion_flag,tech_supabase_hits,tech_supabase_flag,tech_firebase_hits,tech_firebase_flag,tech_clerk_hits,tech_clerk_flag,tech_wordpress_hits,tech_wordpress_flag,tech_webflow_hits,tech_webflow_flag,tech_framer_site_hits,tech_framer_site_flag,tech_wix_hits,tech_wix_flag,tech_squarespace_hits,tech_squarespace_flag,tech_shadcn_compound_flag,robots_status,robots_bytes,robots_has_sitemap,sitemap_status,sitemap_bytes,manifest_status,manifest_bytes,resolved_ip_count,has_ipv6,tls_subject_cn,tls_issuer_org,tls_not_after,rule_score,rule_score_reasons
HUM-0010,HUMAN_MODERN,HUMAN_CONTROL,HUMAN,,HUMAN_OWNER_NO_AI_STRONG,EXISTING_PILOT,USE_ONLY_IF_SCAN_OK_1,ultreia.me,https://ultreia.me/,1,,https://ultreia.me/,https,ultreia.me,200,0,211.03,22058,9a7dfff246333e4ee218dc9e396aa323dda48ddef608044927b2028a63308acd,text/html; charset=utf-8,Caddy,,"max-age=0, private, must-revalidate",44,,159,1,1,7,7,10,1,10256,546,1,158,0,9,0,62,21,9,12,5,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,6,222038,68902,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,164,1,200,175416,200,647,1,0,ultreia.me,Let's Encrypt,Oct  8 06:27:10 2026 GMT,0,
HUM-0011,HUMAN_MODERN,HUMAN_CONTROL,HUMAN,,HUMAN_OWNER_NO_AI_STRONG,EXISTING_PILOT,USE_ONLY_IF_SCAN_OK_1,byxavier.dev,https://byxavier.dev/,0,HTTPError: HTTP Error 521: <none>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUM-0012,HUMAN_MODERN,HUMAN_CONTROL,HUMAN,,HUMAN_OWNER_NO_AI_STRONG,EXISTING_PILOT,USE_ONLY_IF_SCAN_OK_1,tudelft.nl,https://lesplanner.tudelft.nl/,1,,https://lesplanner.tudelft.nl/,https,lesplanner.tudelft.nl,200,0,139.45,23379,fd4322e989d1423483431f53df8614dd8c8dd6ed68a86385df1fbf2a55474e6e,text/html,nginx,PleskLin,,10,,108,0,0,0,11,6,0,207,0,1,289,2,17,0,244,115,89,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,6,273142,80489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,lesplanner.tudelft.nl,Let's Encrypt,Sep 16 12:03:40 2026 GMT,0,
HUM-0013,HUMAN_MODERN,HUMAN_CONTROL,HUMAN,,HUMAN_OWNER_NO_AI_STRONG,EXISTING_PILOT,USE_ONLY_IF_SCAN_OK_1,github.io,https://analopezmurillo.github.io/,1,,https://analopezmurillo.github.io/,https,analopezmurillo.github.io,200,0,32206.01,23773,cb13eb488fa35d37d2d7de54f8d2a88df8af01e819f63a1cae32646a164c6716,text/html; charset=utf-8,GitHub.com,,max-age=600,17,,0,0,0,0,4,3,0,0,0,16,291,21,7,0,147,45,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,6163,13179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,*.github.io,Let's Encrypt,Sep  2 23:26:06 2026 GMT,0,
HUM-0014,HUMAN_MODERN,HUMAN_CONTROL,HUMAN,,HUMAN_OWNER_NO_AI_STRONG,EXISTING_PILOT,USE_ONLY_IF_SCAN_OK_1,munportal.co,https://munportal.co/,1,,https://munportal.co/,https,munportal.co,200,0,16338.92,55653,3ca80ff7db8b67fd90adad113919a98d76670ee3d4b7434bce25271f14bef89c,text/html; charset=UTF-8,cloudflare,,"public, max-age=0",48,,156,0,0,10,13,3,0,992,0,22,812,1,1,0,660,367,24,66,7,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,6,2,38497,173841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,57489,0,200,55653,200,55653,4,1,munportal.co,Let's Encrypt,Oct 27 17:20:13 2026 GMT,0,
HUM-0015,HUMAN_MODERN,HUMAN_CONTROL,HUMAN,,HUMAN_OWNER_HAND_CODED_STRONG,EXISTING_PILOT,USE_ONLY_IF_SCAN_OK_1,floridadatacenters.org,https://floridadatacenters.org/,1,,https://floridadatacenters.org/,https,floridadatacenters.org,200,0,16286.15,132534,9603820071494f2a0cd9e18caa0d574fe313a4d308fe39d99d5e6807de0f5f53,text/html; charset=utf-8,cloudflare,,"public, max-age=0, must-revalidate",81,,186,1,1,7,4,3,0,51657,21826,4,558,1,1,1,280,112,14,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,1,48728,21903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1959,1,200,27083,200,132534,4,1,floridadatacenters.org,Google Trust Services,Sep 16 21:28:21 2026 GMT,0,
HUM-0016,HUMAN_MODERN,HUMAN_CONTROL,HUMAN,,HUMAN_OWNER_HAND_CODED_STRONG,EXISTING_PILOT,USE_ONLY_IF_SCAN_OK_1,cherryhillwebdev.com,https://cherryhillwebdev.com/,1,,https://cherryhillwebdev.com/,https,cherryhillwebdev.com,200,0,16170.18,49423,b1d725d4d46a33b1d671c453099b99a74b2b956cc2e9d546286d5a522afae8c5,text/html; charset=utf-8,cloudflare,,"public, max-age=0, must-revalidate",61,,190,1,1,6,4,1,0,3326,0,1,466,1,1,0,488,112,15,3,3,0,0,0,0,0,0,1,0,0,47,0.0963,0,0,0,0,0,0,2,1,3379,46618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,100,1,200,2353,200,49423,4,1,cherryhillwebdev.com,Google Trust Services,Nov  6 20:41:17 2026 GMT,0,
HIS-0024,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,EXISTING_PILOT,USE_ONLY_IF_SCAN_OK_1,github.io,https://website-templates.github.io/,1,,https://website-templates.github.io/,https,website-templates.github.io,200,0,32211.73,11580,36adef68176c9842ae934dcaac173d73ac126a01ac08b3f129b497d0bd6cff75,text/html; charset=utf-8,GitHub.com,,max-age=600,17,,37,0,0,5,0,2,0,0,0,0,192,1,0,0,160,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,8923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,*.github.io,Let's Encrypt,Sep  2 23:26:06 2026 GMT,0,
AIN-0017,AI_NATIVE,AI_NATIVE_BUILDER,AI,Lovable,AI_GOLD_3,WEB_OPEN_VERIFIED_2026-08-07,USE_ONLY_IF_SCAN_OK_1,com.br,https://www.plinq.com.br/,1,,https://www.plinq.com.br/,https,www.plinq.com.br,200,0,327.37,4924,1121ce0165202eaccc9daecaeb76188dcbc5eb5b0c815d941bb0a569f52611c3,text/html; charset=utf-8,cloudflare,,"no-cache, must-revalidate, max-age=0",5,,29,0,0,4,4,1,0,2841,0,6,31,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2,1,371296,75933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,1,0,0,879,1,45,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,160,0,0,0,0,0,1,0,www.plinq.com.br,Let's Encrypt,Oct 20 05:03:45 2026 GMT,2,Tailwind+Radix weak +2
AIN-0018,AI_NATIVE,AI_NATIVE_BUILDER,AI,Lovable,AI_GOLD_3,WEB_OPEN_VERIFIED_2026-08-07,USE_ONLY_IF_SCAN_OK_1,co.uk,https://printpigeon.co.uk/,1,,https://printpigeon.co.uk/,https,printpigeon.co.uk,200,0,497.71,160341,1d18b2c26c9a4bae952944dbe81f83242ccb612c72e36980ab18058c023f8eb8,text/html; charset=utf-8,Google Frontend,,"private, max-age=60, s-maxage=300",59,,154,1,4,10,21,2,0,40600,0,38,1230,1,20,1,4331,509,3,7,4,0,0,0,0,0,0,0,0,0,3655,0.8439,181,165,66,16,0,0,6,2,344794,113736,0,21,0,0,0,0,0,0,0,0,0,0,0,76,1,0,0,0,0,0,0,0,0,0,0,25,1,2,1,0,0,1883,1,11,1,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,703,1,200,720,0,0,1,0,printpigeon.co.uk,Let's Encrypt,Oct 30 21:09:36 2026 GMT,3,Tailwind+Radix weak +2; high utility-class ratio +1
AIN-0019,AI_NATIVE,AI_NATIVE_BUILDER,AI,Lovable,AI_GOLD_3,WEB_OPEN_VERIFIED_2026-08-07,USE_ONLY_IF_SCAN_OK_1,lovable.app,https://healthsync-360.lovable.app/,1,,https://healthsync-360.lovable.app/,https,healthsync-360.lovable.app,200,0,16346.29,10130,c948abc143abb09e548f8330ea2066ca5e48b5fbc913258b5559363b06ba25f4,text/html,cloudflare,,"no-cache, must-revalidate, max-age=0",14,,25,0,0,1,2,1,0,799,3857,0,33,0,1,0,0,0,7,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2,1,371296,57864,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,4,1,0,0,638,1,45,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,lovable.app,Google Trust Services,Sep 12 20:53:58 2026 GMT,67,direct lovable artifacts +35; lovable.app deployment +30; Tailwind+Radix weak +2
AIN-0020,AI_NATIVE,AI_NATIVE_BUILDER,AI,Lovable,AI_GOLD_3,WEB_OPEN_VERIFIED_2026-08-07,USE_ONLY_IF_SCAN_OK_1,elora-health.com,https://www.elora-health.com/,1,,https://www.elora-health.com/,https,www.elora-health.com,200,0,440.52,1713,a62b7fdc8773a7bc6632f73df1f91e557efa722131f630e5d356cdd49b736367,text/html,cloudflare,,"no-cache, must-revalidate, max-age=0",23,,45,0,0,1,4,2,0,173,0,3,21,0,0,0,0,0,1,3,3,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2,1,371296,93562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,4,1,0,0,1168,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,www.elora-health.com,Google Trust Services,Oct  9 16:55:39 2026 GMT,2,Tailwind+Radix weak +2
AIN-0021,AI_NATIVE,AI_NATIVE_BUILDER,AI,Lovable,AI_GOLD_3,WEB_OPEN_VERIFIED_2026-08-07,USE_ONLY_IF_SCAN_OK_1,lovable.app,https://the-backchannel.lovable.app/,1,,https://the-backchannel.lovable.app/,https,the-backchannel.lovable.app,200,0,16215.0,5392,d59b76896edb4fe3ee765bb9f4824e3fb3260de7731f07740ba288fb20df5ad3,text/html; charset=utf-8,cloudflare,,"no-cache, must-revalidate, max-age=0",53,,141,1,1,8,3,2,0,1513,0,4,35,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2,1,371296,201687,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,4,1,0,0,1234,1,20,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,388,1,200,4780,0,0,4,1,lovable.app,Google Trust Services,Sep 12 20:53:58 2026 GMT,62,direct lovable artifacts +30; lovable.app deployment +30; Tailwind+Radix weak +2
AIN-0022,AI_NATIVE,AI_NATIVE_BUILDER,AI,Lovable,AI_GOLD_3,WEB_OPEN_VERIFIED_2026-08-07,USE_ONLY_IF_SCAN_OK_1,lovable.app,https://fire-fairness-pilot.lovable.app/,1,,https://fire-fairness-pilot.lovable.app/,https,fire-fairness-pilot.lovable.app,200,0,16314.18,11028,06cd89ac75c5e9feee6b679761e29b1d9ccf77c6b2a67a426b89ccdea690be53,text/html; charset=utf-8,cloudflare,,"no-cache, must-revalidate, max-age=0",62,,191,0,0,4,2,1,0,799,3857,0,41,0,1,0,0,0,7,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2,1,371296,66001,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,1,0,0,668,1,48,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,160,0,0,0,0,0,4,1,lovable.app,Google Trust Services,Sep 12 20:53:58 2026 GMT,77,direct lovable artifacts +45; lovable.app deployment +30; Tailwind+Radix weak +2
AIN-0023,AI_NATIVE,AI_NATIVE_BUILDER,AI,Bolt,AI_GOLD_1_DIRECTORY_STRICT,WEB_OPEN_REDIRECT_PAGE,USE_ONLY_IF_SCAN_OK_1,clean-url.com,https://www.clean-url.com,0,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1125)>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIN-0024,AI_NATIVE,AI_NATIVE_BUILDER,AI,Bolt,AI_GOLD_1_DIRECTORY_STRICT,OPEN_502_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,banvibecoders.com,https://banvibecoders.com,0,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIN-0025,AI_NATIVE,AI_NATIVE_BUILDER,AI,Bolt,AI_GOLD_1_DIRECTORY_STRICT,WEB_OPEN_VERIFIED,USE_ONLY_IF_SCAN_OK_1,netlify.app,https://zingy-cannoli-9cacce.netlify.app/,1,,https://zingy-cannoli-9cacce.netlify.app/,https,zingy-cannoli-9cacce.netlify.app,200,0,16786.59,742,c84184560ab0925860274bb6ac4d6fde6eac5383272d6649d657d6de71e91179,text/html; charset=UTF-8,Netlify,,"public,max-age=0,must-revalidate",39,,0,0,0,0,1,2,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,1,350000,23578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,4,1,0,0,367,1,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,*.netlify.app,DigiCert Inc,Mar 19 23:59:59 2027 GMT,0,
AIN-0026,AI_NATIVE,AI_NATIVE_BUILDER,AI,Bolt,AI_GOLD_1_DIRECTORY_STRICT,DIRECTORY_RECENT_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,dachly.com,https://www.dachly.com,1,,https://dachly.com/,https,dachly.com,200,1,32643.47,68501,ac0b2bab9347be0ee3a0cce844e5da065ed8806a61925131c437c7d557ed322a,text/html; charset=UTF-8,Netlify,,"public,max-age=0,must-revalidate",6,,50,0,0,0,16,2,0,8459,0,2,500,0,44,2,2168,239,1,66,5,0,0,0,0,0,1,0,0,0,1557,0.7182,102,0,2,17,0,0,6,2,553527,111279,0,15,0,0,0,0,0,0,0,0,0,0,0,270,1,0,0,0,0,0,0,0,0,0,0,25,1,2,1,0,0,1127,1,54,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,1,dachly.com,Let's Encrypt,Sep  9 12:38:51 2026 GMT,3,Tailwind+Radix weak +2; high utility-class ratio +1
AIN-0027,AI_NATIVE,AI_NATIVE_BUILDER,AI,Bolt,AI_GOLD_1_DIRECTORY_STRICT,DIRECTORY_RECENT_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,netlify.app,https://sell-me-this-pen.netlify.app/,1,,https://sell-me-this-pen.netlify.app/,https,sell-me-this-pen.netlify.app,200,0,16788.56,996,a5a99f103f8c8aa2841917edd76bfc2cffeb3ea3eea46464f93072d205effca2,text/html; charset=UTF-8,Netlify,,"public,max-age=0,must-revalidate",43,,145,0,0,0,1,2,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,1,350000,20972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,4,1,0,0,378,1,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,*.netlify.app,DigiCert Inc,Mar 19 23:59:59 2027 GMT,0,
AIN-0028,AI_NATIVE,AI_NATIVE_BUILDER,AI,Bolt,AI_GOLD_1_DIRECTORY_STRICT,WEB_OPEN_VERIFIED,USE_ONLY_IF_SCAN_OK_1,singletenantsoftware.com,https://singletenantsoftware.com,1,,https://singletenantsoftware.com,https,singletenantsoftware.com,200,0,191.13,2147,1e2da251d65f4aad8f830222046fab53fcf622f24bb5152520c841808a3f52a2,text/html; charset=UTF-8,Netlify,,"public,max-age=0,must-revalidate",57,,150,0,0,6,1,1,0,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,1,350000,71304,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,4,1,0,0,539,1,0,0,28,1,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2147,0,200,2147,200,2147,2,0,singletenantsoftware.com,Let's Encrypt,Oct 21 20:01:42 2026 GMT,35,direct bolt artifacts +35
AIN-0029,AI_NATIVE,AI_NATIVE_BUILDER,AI,Bolt,AI_GOLD_1_DIRECTORY_STRICT,WEB_OPEN_VERIFIED_2026-08-07,USE_ONLY_IF_SCAN_OK_1,promptbuilder.cloud,https://promptbuilder.cloud,1,,https://promptbuilder.cloud,https,promptbuilder.cloud,200,0,375.59,3368,770b7ddb56c1ee681daae68eded78c67aee99d70832b6d18cc33d217279f0b22,text/html; charset=UTF-8,Netlify,,"public,max-age=0,must-revalidate",41,,170,0,0,11,2,1,0,535,0,3,32,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,1,350000,99816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,0,1571,1,0,0,88,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3368,0,200,3368,200,3368,2,0,promptbuilder.cloud,Let's Encrypt,Nov  1 15:50:41 2026 GMT,0,
AIN-0030,AI_NATIVE,AI_NATIVE_BUILDER,AI,Bolt,AI_GOLD_1_DIRECTORY_STRICT,WEB_OPEN_VERIFIED_2026-08-07,USE_ONLY_IF_SCAN_OK_1,coupleshub.io,https://coupleshub.io,1,,https://coupleshub.io,https,coupleshub.io,200,0,17100.43,87384,a4f70a194892a5a756f9369339b4f390a310f5bb319bf39b3dbcbd58ef68c28c,text/html; charset=UTF-8,Netlify,,"public,max-age=0,must-revalidate",58,,108,1,2,10,5,1,1,52217,0,7,387,1,0,0,1169,234,0,1,1,0,0,0,0,0,1,0,0,0,1008,0.8623,49,66,17,71,0,0,5,1,362271,88383,0,5,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,26,1,2,1,0,0,752,1,16,1,38,1,0,0,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,174,1,200,1171,200,494,4,1,coupleshub.io,Let's Encrypt,Oct  8 20:50:19 2026 GMT,3,Tailwind+Radix weak +2; high utility-class ratio +1
AIN-0031,AI_NATIVE,AI_NATIVE_BUILDER,AI,Bolt,AI_GOLD_1_DIRECTORY_STRICT,DIRECTORY_RECENT_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,netlify.app,https://bright-fairy-d9ba10.netlify.app/,0,HTTPError: HTTP Error 429: Too Many Requests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIN-0032,AI_NATIVE,AI_NATIVE_BUILDER,AI,Bolt,AI_GOLD_1_DIRECTORY_STRICT,DIRECTORY_RECENT_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,playfunkidgames.com,https://www.playfunkidgames.com,0,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIN-0033,AI_NATIVE,AI_NATIVE_BUILDER,AI,Bolt,AI_GOLD_1_DIRECTORY_STRICT,WEB_OPEN_RECENT,USE_ONLY_IF_SCAN_OK_1,kidtime.club,https://www.kidtime.club,1,,https://www.kidtime.club,https,www.kidtime.club,200,0,16187.28,584,cd8b71160c8df0a84c53be306c4f0371887dc8ad7bcf4259eeef09c7242b579b,text/html; charset=UTF-8,Netlify,,"public,max-age=0,must-revalidate",8,,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,1,350000,21855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,1,0,0,351,1,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,584,0,200,584,200,584,4,1,*.kidtime.club,Let's Encrypt,Oct  4 09:25:27 2026 GMT,0,
AIN-0034,AI_NATIVE,AI_NATIVE_BUILDER,AI,Bolt,AI_GOLD_1_DIRECTORY_STRICT,DIRECTORY_RECENT_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,netlify.app,https://glittery-blini-4413ef.netlify.app/,0,HTTPError: HTTP Error 429: Too Many Requests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIN-0035,AI_NATIVE,AI_NATIVE_BUILDER,AI,Bolt,AI_GOLD_1_DIRECTORY_STRICT,WEB_OPEN_RECENT,USE_ONLY_IF_SCAN_OK_1,tetdle.com,https://tetdle.com,1,,https://tetdle.com,https,tetdle.com,200,0,820.63,4252,7559f113a4b4b96e4b6dcc39092f4d7496a22366a3b4b0e22c2758fc273bf01c,text/html; charset=UTF-8,Netlify,,"public,max-age=0,must-revalidate",34,,164,1,0,5,2,1,1,0,0,7,44,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,1,234059,50859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,682,1,0,0,48,1,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4252,0,200,259,200,547,1,0,tetdle.com,Let's Encrypt,Oct 10 16:23:45 2026 GMT,0,
AIN-0036,AI_NATIVE,AI_NATIVE_BUILDER,AI,Replit Agent,AI_GOLD_3,PROVENANCE_HAS_LIVE_LINK_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,replit.app,https://toxicity-scanner--bdfrepresent.replit.app/,0,HTTPError: HTTP Error 404: Not Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIN-0037,AI_NATIVE,AI_NATIVE_BUILDER,AI,Replit Agent,AI_GOLD_3,PROVENANCE_HAS_LIVE_LINK_SCAN_PENDING,USE_ONLY_IF_SCAN_OK_1,replit.app,https://nutri-path--vennavlogs8.replit.app,0,HTTPError: HTTP Error 404: Not Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
